0.0025 	0.099 	0.005 	0.299604 	0.146091 	0
0.0075 	0.099 	0.005 	0.396272 	0.127503 	0
0.0125 	0.099 	0.005 	0.55742 	0.0760894 	0
0.0175 	0.099 	0.005 	0.674487 	0.043723 	0
0.0225 	0.099 	0.005 	0.743887 	0.0255717 	0
0.0275 	0.099 	0.005 	0.78715 	0.0152417 	0
0.0325 	0.099 	0.005 	0.815481 	0.00921193 	0
0.0375 	0.099 	0.005 	0.833949 	0.00550911 	0
0.0425 	0.099 	0.005 	0.845379 	0.00302701 	0
0.0475 	0.099 	0.005 	0.851365 	0.00114932 	0
0.0525 	0.099 	0.005 	0.852659 	-0.000499276 	0
0.0575 	0.099 	0.005 	0.849376 	-0.00221485 	0
0.0625 	0.099 	0.005 	0.840994 	-0.00433826 	0
0.0675 	0.099 	0.005 	0.826136 	-0.00742374 	0
0.0725 	0.099 	0.005 	0.802074 	-0.0125319 	0
0.0775 	0.099 	0.005 	0.763618 	-0.0217725 	0
0.0825 	0.099 	0.005 	0.699106 	-0.0392826 	0
0.0875 	0.099 	0.005 	0.583952 	-0.0726599 	0
0.0925 	0.099 	0.005 	0.415827 	-0.127868 	0
0.0975 	0.099 	0.005 	0.30882 	-0.149468 	0
