0.0025 	0.099 	0.005 	-4.36667
0.0075 	0.099 	0.005 	-2.04474
0.0125 	0.099 	0.005 	-0.973823
0.0175 	0.099 	0.005 	-0.563623
0.0225 	0.099 	0.005 	-0.358375
0.0275 	0.099 	0.005 	-0.240661
0.0325 	0.099 	0.005 	-0.170524
0.0375 	0.099 	0.005 	-0.124005
0.0425 	0.099 	0.005 	-0.0874826
0.0475 	0.099 	0.005 	-0.0532865
0.0525 	0.099 	0.005 	-0.0162332
0.0575 	0.099 	0.005 	0.0282281
0.0625 	0.099 	0.005 	0.0852554
0.0675 	0.099 	0.005 	0.162389
0.0725 	0.099 	0.005 	0.27302
0.0775 	0.099 	0.005 	0.442608
0.0825 	0.099 	0.005 	0.718597
0.0875 	0.099 	0.005 	1.22594
0.0925 	0.099 	0.005 	2.41113
0.0975 	0.099 	0.005 	4.84851
