0.0025 	0.099 	0.005 	0.299611 	0.146098 	0
0.0075 	0.099 	0.005 	0.396286 	0.127507 	0
0.0125 	0.099 	0.005 	0.557422 	0.076085 	0
0.0175 	0.099 	0.005 	0.674454 	0.0437097 	0
0.0225 	0.099 	0.005 	0.743801 	0.0255525 	0
0.0275 	0.099 	0.005 	0.787 	0.0152204 	0
0.0325 	0.099 	0.005 	0.815267 	0.00919216 	0
0.0375 	0.099 	0.005 	0.83368 	0.0054937 	0
0.0425 	0.099 	0.005 	0.845069 	0.00301772 	0
0.0475 	0.099 	0.005 	0.851032 	0.00114688 	0
0.0525 	0.099 	0.005 	0.852325 	-0.000495083 	0
0.0575 	0.099 	0.005 	0.849058 	-0.00220495 	0
0.0625 	0.099 	0.005 	0.840708 	-0.00432407 	0
0.0675 	0.099 	0.005 	0.825894 	-0.00740686 	0
0.0725 	0.099 	0.005 	0.801884 	-0.012514 	0
0.0775 	0.099 	0.005 	0.763481 	-0.021755 	0
0.0825 	0.099 	0.005 	0.699021 	-0.039267 	0
0.0875 	0.099 	0.005 	0.583912 	-0.0726478 	0
0.0925 	0.099 	0.005 	0.415819 	-0.127862 	0
0.0975 	0.099 	0.005 	0.308822 	-0.14947 	0
