0.0025 	0.099 	0.005 	0.299604 	0.146091 	0
0.0075 	0.099 	0.005 	0.396272 	0.127503 	0
0.0125 	0.099 	0.005 	0.55742 	0.0760895 	0
0.0175 	0.099 	0.005 	0.674487 	0.0437232 	0
0.0225 	0.099 	0.005 	0.743888 	0.0255721 	0
0.0275 	0.099 	0.005 	0.787153 	0.0152422 	0
0.0325 	0.099 	0.005 	0.815485 	0.00921233 	0
0.0375 	0.099 	0.005 	0.833955 	0.00550941 	0
0.0425 	0.099 	0.005 	0.845385 	0.00302717 	0
0.0475 	0.099 	0.005 	0.851371 	0.00114934 	0
0.0525 	0.099 	0.005 	0.852666 	-0.000499391 	0
0.0575 	0.099 	0.005 	0.849382 	-0.00221507 	0
0.0625 	0.099 	0.005 	0.840999 	-0.00433856 	0
0.0675 	0.099 	0.005 	0.82614 	-0.00742407 	0
0.0725 	0.099 	0.005 	0.802078 	-0.0125322 	0
0.0775 	0.099 	0.005 	0.763621 	-0.0217728 	0
0.0825 	0.099 	0.005 	0.699108 	-0.0392829 	0
0.0875 	0.099 	0.005 	0.583952 	-0.0726601 	0
0.0925 	0.099 	0.005 	0.415827 	-0.127868 	0
0.0975 	0.099 	0.005 	0.308819 	-0.149468 	0
